File Name,Entity1,Entity2,,Relation,Sentence,Predicted_Relation
24.txt,oluwatete   olokodana,general,,No Relation,[CLS] [E1] oluwatete   olokodana [/E1] is the No Relation of [E2] general [/E2]. [SEP],No Relation
24.txt,oluwatete   olokodana,negroponte pr,,No Relation,[CLS] [E1] oluwatete   olokodana [/E1] is the No Relation of [E2] negroponte pr [/E2]. [SEP],No Relation
24.txt,oluwatete   olokodana,cheney senators,,No Relation,[CLS] [E1] oluwatete   olokodana [/E1] is the No Relation of [E2] cheney senators [/E2]. [SEP],No Relation
24.txt,oluwatete   olokodana,boss,,No Relation,[CLS] [E1] oluwatete   olokodana [/E1] is the No Relation of [E2] boss [/E2]. [SEP],No Relation
24.txt,vintzis,olokodana,,No Relation,[CLS] [E1] vintzis [/E1] is the No Relation of [E2] olokodana [/E2]. [SEP],No Relation
24.txt,vintzis,stoykov,,No Relation,[CLS] [E1] vintzis [/E1] is the No Relation of [E2] stoykov [/E2]. [SEP],No Relation
24.txt,vintzis,al systems,,No Relation,[CLS] [E1] vintzis [/E1] is the No Relation of [E2] al systems [/E2]. [SEP],No Relation
24.txt,vintzis,stoy,,No Relation,[CLS] [E1] vintzis [/E1] is the No Relation of [E2] stoy [/E2]. [SEP],No Relation
24.txt,vintzis,bongoy,,No Relation,[CLS] [E1] vintzis [/E1] is the No Relation of [E2] bongoy [/E2]. [SEP],No Relation
24.txt,vintzis,ali todaro,,No Relation,[CLS] [E1] vintzis [/E1] is the No Relation of [E2] ali todaro [/E2]. [SEP],No Relation
24.txt,vintzis,general,,No Relation,[CLS] [E1] vintzis [/E1] is the No Relation of [E2] general [/E2]. [SEP],No Relation
24.txt,vintzis,negroponte pr,,No Relation,[CLS] [E1] vintzis [/E1] is the No Relation of [E2] negroponte pr [/E2]. [SEP],No Relation
24.txt,vintzis,cheney senators,,No Relation,[CLS] [E1] vintzis [/E1] is the No Relation of [E2] cheney senators [/E2]. [SEP],No Relation
24.txt,vintzis,boss,,No Relation,[CLS] [E1] vintzis [/E1] is the No Relation of [E2] boss [/E2]. [SEP],No Relation
24.txt,olokodana,stoykov,,No Relation,[CLS] [E1] olokodana [/E1] is the No Relation of [E2] stoykov [/E2]. [SEP],No Relation
24.txt,olokodana,al systems,,No Relation,[CLS] [E1] olokodana [/E1] is the No Relation of [E2] al systems [/E2]. [SEP],No Relation
24.txt,olokodana,stoy,,No Relation,[CLS] [E1] olokodana [/E1] is the No Relation of [E2] stoy [/E2]. [SEP],No Relation
24.txt,olokodana,bongoy,,No Relation,[CLS] [E1] olokodana [/E1] is the No Relation of [E2] bongoy [/E2]. [SEP],No Relation
24.txt,olokodana,ali todaro,,No Relation,[CLS] [E1] olokodana [/E1] is the No Relation of [E2] ali todaro [/E2]. [SEP],No Relation
24.txt,olokodana,general,,No Relation,[CLS] [E1] olokodana [/E1] is the No Relation of [E2] general [/E2]. [SEP],No Relation
24.txt,olokodana,negroponte pr,,No Relation,[CLS] [E1] olokodana [/E1] is the No Relation of [E2] negroponte pr [/E2]. [SEP],No Relation
24.txt,olokodana,cheney senators,,No Relation,[CLS] [E1] olokodana [/E1] is the No Relation of [E2] cheney senators [/E2]. [SEP],No Relation
24.txt,olokodana,boss,,No Relation,[CLS] [E1] olokodana [/E1] is the No Relation of [E2] boss [/E2]. [SEP],No Relation
24.txt,stoykov,al systems,,No Relation,[CLS] [E1] stoykov [/E1] is the No Relation of [E2] al systems [/E2]. [SEP],No Relation
24.txt,stoykov,stoy,,No Relation,[CLS] [E1] stoykov [/E1] is the No Relation of [E2] stoy [/E2]. [SEP],No Relation
24.txt,stoykov,bongoy,,No Relation,[CLS] [E1] stoykov [/E1] is the No Relation of [E2] bongoy [/E2]. [SEP],No Relation
24.txt,stoykov,ali todaro,,No Relation,[CLS] [E1] stoykov [/E1] is the No Relation of [E2] ali todaro [/E2]. [SEP],No Relation
24.txt,stoykov,general,,No Relation,[CLS] [E1] stoykov [/E1] is the No Relation of [E2] general [/E2]. [SEP],No Relation
24.txt,stoykov,negroponte pr,,No Relation,[CLS] [E1] stoykov [/E1] is the No Relation of [E2] negroponte pr [/E2]. [SEP],No Relation
24.txt,stoykov,cheney senators,,No Relation,[CLS] [E1] stoykov [/E1] is the No Relation of [E2] cheney senators [/E2]. [SEP],No Relation
24.txt,stoykov,boss,,No Relation,[CLS] [E1] stoykov [/E1] is the No Relation of [E2] boss [/E2]. [SEP],No Relation
24.txt,al systems,stoy,,No Relation,[CLS] [E1] al systems [/E1] is the No Relation of [E2] stoy [/E2]. [SEP],No Relation
24.txt,al systems,bongoy,,No Relation,[CLS] [E1] al systems [/E1] is the No Relation of [E2] bongoy [/E2]. [SEP],No Relation
24.txt,al systems,ali todaro,,No Relation,[CLS] [E1] al systems [/E1] is the No Relation of [E2] ali todaro [/E2]. [SEP],No Relation
24.txt,al systems,general,,No Relation,[CLS] [E1] al systems [/E1] is the No Relation of [E2] general [/E2]. [SEP],No Relation
24.txt,al systems,negroponte pr,,No Relation,[CLS] [E1] al systems [/E1] is the No Relation of [E2] negroponte pr [/E2]. [SEP],No Relation
24.txt,al systems,cheney senators,,No Relation,[CLS] [E1] al systems [/E1] is the No Relation of [E2] cheney senators [/E2]. [SEP],No Relation
24.txt,al systems,boss,,No Relation,[CLS] [E1] al systems [/E1] is the No Relation of [E2] boss [/E2]. [SEP],No Relation
24.txt,stoy,bongoy,,No Relation,[CLS] [E1] stoy [/E1] is the No Relation of [E2] bongoy [/E2]. [SEP],No Relation
24.txt,stoy,ali todaro,,No Relation,[CLS] [E1] stoy [/E1] is the No Relation of [E2] ali todaro [/E2]. [SEP],No Relation
24.txt,stoy,negroponte pr,,No Relation,[CLS] [E1] stoy [/E1] is the No Relation of [E2] negroponte pr [/E2]. [SEP],No Relation
24.txt,stoy,cheney senators,,No Relation,[CLS] [E1] stoy [/E1] is the No Relation of [E2] cheney senators [/E2]. [SEP],No Relation
24.txt,stoy,boss,,No Relation,[CLS] [E1] stoy [/E1] is the No Relation of [E2] boss [/E2]. [SEP],No Relation
24.txt,bongoy,ali todaro,,No Relation,[CLS] [E1] bongoy [/E1] is the No Relation of [E2] ali todaro [/E2]. [SEP],No Relation
24.txt,bongoy,general,,No Relation,[CLS] [E1] bongoy [/E1] is the No Relation of [E2] general [/E2]. [SEP],No Relation
24.txt,bongoy,negroponte pr,,No Relation,[CLS] [E1] bongoy [/E1] is the No Relation of [E2] negroponte pr [/E2]. [SEP],No Relation
24.txt,bongoy,cheney senators,,No Relation,[CLS] [E1] bongoy [/E1] is the No Relation of [E2] cheney senators [/E2]. [SEP],No Relation
24.txt,bongoy,boss,,No Relation,[CLS] [E1] bongoy [/E1] is the No Relation of [E2] boss [/E2]. [SEP],No Relation
24.txt,ali todaro,general,,No Relation,[CLS] [E1] ali todaro [/E1] is the No Relation of [E2] general [/E2]. [SEP],No Relation
24.txt,ali todaro,negroponte pr,,No Relation,[CLS] [E1] ali todaro [/E1] is the No Relation of [E2] negroponte pr [/E2]. [SEP],No Relation
24.txt,ali todaro,cheney senators,,No Relation,[CLS] [E1] ali todaro [/E1] is the No Relation of [E2] cheney senators [/E2]. [SEP],No Relation
24.txt,ali todaro,boss,,No Relation,[CLS] [E1] ali todaro [/E1] is the No Relation of [E2] boss [/E2]. [SEP],No Relation
24.txt,general,negroponte pr,,No Relation,[CLS] [E1] general [/E1] is the No Relation of [E2] negroponte pr [/E2]. [SEP],No Relation
24.txt,general,cheney senators,,No Relation,[CLS] [E1] general [/E1] is the No Relation of [E2] cheney senators [/E2]. [SEP],No Relation
24.txt,general,boss,,No Relation,[CLS] [E1] general [/E1] is the No Relation of [E2] boss [/E2]. [SEP],No Relation
24.txt,negroponte pr,cheney senators,,No Relation,[CLS] [E1] negroponte pr [/E1] is the No Relation of [E2] cheney senators [/E2]. [SEP],No Relation
24.txt,negroponte pr,boss,,No Relation,[CLS] [E1] negroponte pr [/E1] is the No Relation of [E2] boss [/E2]. [SEP],No Relation
24.txt,cheney senators,boss,,No Relation,[CLS] [E1] cheney senators [/E1] is the No Relation of [E2] boss [/E2]. [SEP],No Relation
26.txt,weaknesses,officia,,No Relation,[CLS] [E1] weaknesses [/E1] is the No Relation of [E2] officia [/E2]. [SEP],No Relation
26.txt,weaknesses,undp,,No Relation,[CLS] [E1] weaknesses [/E1] is the No Relation of [E2] undp [/E2]. [SEP],No Relation
26.txt,weaknesses,chao s,,No Relation,[CLS] [E1] weaknesses [/E1] is the No Relation of [E2] chao s [/E2]. [SEP],No Relation
26.txt,weaknesses,us205300,,No Relation,[CLS] [E1] weaknesses [/E1] is the No Relation of [E2] us205300 [/E2]. [SEP],No Relation
26.txt,weaknesses,participant,,No Relation,[CLS] [E1] weaknesses [/E1] is the No Relation of [E2] participant [/E2]. [SEP],No Relation
26.txt,weaknesses,however,,No Relation,[CLS] [E1] weaknesses [/E1] is the No Relation of [E2] however [/E2]. [SEP],No Relation
26.txt,weaknesses,liaison,,No Relation,[CLS] [E1] weaknesses [/E1] is the No Relation of [E2] liaison [/E2]. [SEP],No Relation
26.txt,weaknesses,offici al 4,,No Relation,[CLS] [E1] weaknesses [/E1] is the No Relation of [E2] offici al 4 [/E2]. [SEP],No Relation
26.txt,undp,chao s,,No Relation,[CLS] [E1] undp [/E1] is the No Relation of [E2] chao s [/E2]. [SEP],No Relation
26.txt,undp,us205300,,No Relation,[CLS] [E1] undp [/E1] is the No Relation of [E2] us205300 [/E2]. [SEP],No Relation
26.txt,undp,participant,,No Relation,[CLS] [E1] undp [/E1] is the No Relation of [E2] participant [/E2]. [SEP],No Relation
26.txt,undp,however,,No Relation,[CLS] [E1] undp [/E1] is the No Relation of [E2] however [/E2]. [SEP],No Relation
26.txt,undp,liaison,,No Relation,[CLS] [E1] undp [/E1] is the No Relation of [E2] liaison [/E2]. [SEP],No Relation
26.txt,undp,offici al 4,,No Relation,[CLS] [E1] undp [/E1] is the No Relation of [E2] offici al 4 [/E2]. [SEP],No Relation
27.txt,klaus toepfer,barbara dixon,,No Relation,[CLS] [E1] klaus toepfer [/E1] is the No Relation of [E2] barbara dixon [/E2]. [SEP],No Relation
27.txt,klaus toepfer,together,,No Relation,[CLS] [E1] klaus toepfer [/E1] is the No Relation of [E2] together [/E2]. [SEP],No Relation
27.txt,klaus toepfer,members,,No Relation,[CLS] [E1] klaus toepfer [/E1] is the No Relation of [E2] members [/E2]. [SEP],No Relation
27.txt,klaus toepfer,well,,No Relation,[CLS] [E1] klaus toepfer [/E1] is the No Relation of [E2] well [/E2]. [SEP],No Relation
27.txt,klaus toepfer,member,,No Relation,[CLS] [E1] klaus toepfer [/E1] is the No Relation of [E2] member [/E2]. [SEP],No Relation
27.txt,klaus toepfer,money,,No Relation,[CLS] [E1] klaus toepfer [/E1] is the No Relation of [E2] money [/E2]. [SEP],No Relation
27.txt,klaus toepfer,francis montil,,No Relation,[CLS] [E1] klaus toepfer [/E1] is the No Relation of [E2] francis montil [/E2]. [SEP],No Relation
27.txt,barbara dixon,together,,No Relation,[CLS] [E1] barbara dixon [/E1] is the No Relation of [E2] together [/E2]. [SEP],No Relation
27.txt,barbara dixon,members,,No Relation,[CLS] [E1] barbara dixon [/E1] is the No Relation of [E2] members [/E2]. [SEP],No Relation
27.txt,barbara dixon,well,,No Relation,[CLS] [E1] barbara dixon [/E1] is the No Relation of [E2] well [/E2]. [SEP],No Relation
27.txt,barbara dixon,member,,No Relation,[CLS] [E1] barbara dixon [/E1] is the No Relation of [E2] member [/E2]. [SEP],No Relation
27.txt,barbara dixon,money,,No Relation,[CLS] [E1] barbara dixon [/E1] is the No Relation of [E2] money [/E2]. [SEP],No Relation
27.txt,barbara dixon,francis montil,,No Relation,[CLS] [E1] barbara dixon [/E1] is the No Relation of [E2] francis montil [/E2]. [SEP],No Relation
27.txt,together,members,,No Relation,[CLS] [E1] together [/E1] is the No Relation of [E2] members [/E2]. [SEP],No Relation
27.txt,together,well,,No Relation,[CLS] [E1] together [/E1] is the No Relation of [E2] well [/E2]. [SEP],No Relation
27.txt,together,member,,No Relation,[CLS] [E1] together [/E1] is the No Relation of [E2] member [/E2]. [SEP],No Relation
27.txt,together,money,,No Relation,[CLS] [E1] together [/E1] is the No Relation of [E2] money [/E2]. [SEP],No Relation
27.txt,together,francis montil,,No Relation,[CLS] [E1] together [/E1] is the No Relation of [E2] francis montil [/E2]. [SEP],No Relation
27.txt,members,well,,No Relation,[CLS] [E1] members [/E1] is the No Relation of [E2] well [/E2]. [SEP],No Relation
27.txt,members,member,,No Relation,[CLS] [E1] members [/E1] is the No Relation of [E2] member [/E2]. [SEP],No Relation
27.txt,members,money,,No Relation,[CLS] [E1] members [/E1] is the No Relation of [E2] money [/E2]. [SEP],No Relation
27.txt,members,francis montil,,No Relation,[CLS] [E1] members [/E1] is the No Relation of [E2] francis montil [/E2]. [SEP],No Relation
27.txt,member,money,,No Relation,[CLS] [E1] member [/E1] is the No Relation of [E2] money [/E2]. [SEP],No Relation
27.txt,member,francis montil,,No Relation,[CLS] [E1] member [/E1] is the No Relation of [E2] francis montil [/E2]. [SEP],No Relation
27.txt,money,francis montil,,No Relation,[CLS] [E1] money [/E1] is the No Relation of [E2] francis montil [/E2]. [SEP],No Relation
35.txt,charles brayshaw   a,john todd,,No Relation,[CLS] [E1] charles brayshaw   a [/E1] is the No Relation of [E2] john todd [/E2]. [SEP],No Relation
35.txt,charles brayshaw   a,wpvi,,No Relation,[CLS] [E1] charles brayshaw   a [/E1] is the No Relation of [E2] wpvi [/E2]. [SEP],No Relation
35.txt,charles brayshaw   a,mark gough,,No Relation,[CLS] [E1] charles brayshaw   a [/E1] is the No Relation of [E2] mark gough [/E2]. [SEP],No Relation
35.txt,charles brayshaw   a,jean  marie,,No Relation,[CLS] [E1] charles brayshaw   a [/E1] is the No Relation of [E2] jean  marie [/E2]. [SEP],No Relation
35.txt,john todd,wpvi,,No Relation,[CLS] [E1] john todd [/E1] is the No Relation of [E2] wpvi [/E2]. [SEP],No Relation
35.txt,john todd,mark gough,,No Relation,[CLS] [E1] john todd [/E1] is the No Relation of [E2] mark gough [/E2]. [SEP],No Relation
35.txt,john todd,jean  marie,,No Relation,[CLS] [E1] john todd [/E1] is the No Relation of [E2] jean  marie [/E2]. [SEP],No Relation
35.txt,wpvi,mark gough,,No Relation,[CLS] [E1] wpvi [/E1] is the No Relation of [E2] mark gough [/E2]. [SEP],No Relation
35.txt,wpvi,jean  marie,,No Relation,[CLS] [E1] wpvi [/E1] is the No Relation of [E2] jean  marie [/E2]. [SEP],No Relation
35.txt,mark gough,jean  marie,,No Relation,[CLS] [E1] mark gough [/E1] is the No Relation of [E2] jean  marie [/E2]. [SEP],No Relation
36.txt,søren jessen  petersen,wolfgang nikolaus   team,,No Relation,[CLS] [E1] søren jessen  petersen [/E1] is the No Relation of [E2] wolfgang nikolaus   team [/E2]. [SEP],No Relation
36.txt,søren jessen  petersen,company,,No Relation,[CLS] [E1] søren jessen  petersen [/E1] is the No Relation of [E2] company [/E2]. [SEP],No Relation
36.txt,søren jessen  petersen,conditions,,No Relation,[CLS] [E1] søren jessen  petersen [/E1] is the No Relation of [E2] conditions [/E2]. [SEP],No Relation
36.txt,søren jessen  petersen,ade,,No Relation,[CLS] [E1] søren jessen  petersen [/E1] is the No Relation of [E2] ade [/E2]. [SEP],No Relation
36.txt,søren jessen  petersen,mark gough   id,,No Relation,[CLS] [E1] søren jessen  petersen [/E1] is the No Relation of [E2] mark gough   id [/E2]. [SEP],No Relation
36.txt,søren jessen  petersen,james wasserstrom,,No Relation,[CLS] [E1] søren jessen  petersen [/E1] is the No Relation of [E2] james wasserstrom [/E2]. [SEP],No Relation
36.txt,søren jessen  petersen,paul  lachal,,No Relation,[CLS] [E1] søren jessen  petersen [/E1] is the No Relation of [E2] paul  lachal [/E2]. [SEP],No Relation
36.txt,søren jessen  petersen,mark gough,,No Relation,[CLS] [E1] søren jessen  petersen [/E1] is the No Relation of [E2] mark gough [/E2]. [SEP],No Relation
36.txt,wolfgang nikolaus   team,company,,No Relation,[CLS] [E1] wolfgang nikolaus   team [/E1] is the No Relation of [E2] company [/E2]. [SEP],No Relation
36.txt,wolfgang nikolaus   team,conditions,,No Relation,[CLS] [E1] wolfgang nikolaus   team [/E1] is the No Relation of [E2] conditions [/E2]. [SEP],No Relation
36.txt,wolfgang nikolaus   team,ade,,No Relation,[CLS] [E1] wolfgang nikolaus   team [/E1] is the No Relation of [E2] ade [/E2]. [SEP],No Relation
36.txt,wolfgang nikolaus   team,mark gough   id,,No Relation,[CLS] [E1] wolfgang nikolaus   team [/E1] is the No Relation of [E2] mark gough   id [/E2]. [SEP],No Relation
36.txt,wolfgang nikolaus   team,james wasserstrom,,No Relation,[CLS] [E1] wolfgang nikolaus   team [/E1] is the No Relation of [E2] james wasserstrom [/E2]. [SEP],No Relation
36.txt,wolfgang nikolaus   team,paul  lachal,,No Relation,[CLS] [E1] wolfgang nikolaus   team [/E1] is the No Relation of [E2] paul  lachal [/E2]. [SEP],No Relation
36.txt,wolfgang nikolaus   team,mark gough,,No Relation,[CLS] [E1] wolfgang nikolaus   team [/E1] is the No Relation of [E2] mark gough [/E2]. [SEP],No Relation
36.txt,conditions,ade,,No Relation,[CLS] [E1] conditions [/E1] is the No Relation of [E2] ade [/E2]. [SEP],No Relation
36.txt,conditions,mark gough   id,,No Relation,[CLS] [E1] conditions [/E1] is the No Relation of [E2] mark gough   id [/E2]. [SEP],No Relation
36.txt,conditions,james wasserstrom,,No Relation,[CLS] [E1] conditions [/E1] is the No Relation of [E2] james wasserstrom [/E2]. [SEP],No Relation
36.txt,conditions,paul  lachal,,No Relation,[CLS] [E1] conditions [/E1] is the No Relation of [E2] paul  lachal [/E2]. [SEP],No Relation
36.txt,conditions,mark gough,,No Relation,[CLS] [E1] conditions [/E1] is the No Relation of [E2] mark gough [/E2]. [SEP],No Relation
36.txt,ade,mark gough   id,,No Relation,[CLS] [E1] ade [/E1] is the No Relation of [E2] mark gough   id [/E2]. [SEP],No Relation
36.txt,ade,james wasserstrom,,No Relation,[CLS] [E1] ade [/E1] is the No Relation of [E2] james wasserstrom [/E2]. [SEP],No Relation
36.txt,ade,paul  lachal,,No Relation,[CLS] [E1] ade [/E1] is the No Relation of [E2] paul  lachal [/E2]. [SEP],No Relation
36.txt,ade,mark gough,,No Relation,[CLS] [E1] ade [/E1] is the No Relation of [E2] mark gough [/E2]. [SEP],No Relation
36.txt,mark gough   id,james wasserstrom,,No Relation,[CLS] [E1] mark gough   id [/E1] is the No Relation of [E2] james wasserstrom [/E2]. [SEP],No Relation
36.txt,mark gough   id,paul  lachal,,No Relation,[CLS] [E1] mark gough   id [/E1] is the No Relation of [E2] paul  lachal [/E2]. [SEP],No Relation
36.txt,mark gough   id,mark gough,,No Relation,[CLS] [E1] mark gough   id [/E1] is the No Relation of [E2] mark gough [/E2]. [SEP],No Relation
36.txt,james wasserstrom,paul  lachal,,No Relation,[CLS] [E1] james wasserstrom [/E1] is the No Relation of [E2] paul  lachal [/E2]. [SEP],No Relation
36.txt,james wasserstrom,mark gough,,No Relation,[CLS] [E1] james wasserstrom [/E1] is the No Relation of [E2] mark gough [/E2]. [SEP],No Relation
36.txt,paul  lachal,mark gough,,No Relation,[CLS] [E1] paul  lachal [/E1] is the No Relation of [E2] mark gough [/E2]. [SEP],No Relation
38.txt,vendor 1 manager,the bid evaluat,,No Relation,[CLS] [E1] vendor 1 manager [/E1] is the No Relation of [E2] the bid evaluat [/E2]. [SEP],No Relation
38.txt,vendor 1 manager,committ,,No Relation,[CLS] [E1] vendor 1 manager [/E1] is the No Relation of [E2] committ [/E2]. [SEP],No Relation
38.txt,vendor 1 manager,pri,,No Relation,[CLS] [E1] vendor 1 manager [/E1] is the No Relation of [E2] pri [/E2]. [SEP],No Relation
38.txt,vendor 1 manager,was,,No Relation,[CLS] [E1] vendor 1 manager [/E1] is the No Relation of [E2] was [/E2]. [SEP],No Relation
38.txt,vendor 1 manager,don e youll,,No Relation,[CLS] [E1] vendor 1 manager [/E1] is the No Relation of [E2] don e youll [/E2]. [SEP],No Relation
38.txt,vendor 1 manager,moreover,,No Relation,[CLS] [E1] vendor 1 manager [/E1] is the No Relation of [E2] moreover [/E2]. [SEP],No Relation
38.txt,vendor 1 manager,simila,,No Relation,[CLS] [E1] vendor 1 manager [/E1] is the No Relation of [E2] simila [/E2]. [SEP],No Relation
38.txt,vendor 1 manager,airpo,,No Relation,[CLS] [E1] vendor 1 manager [/E1] is the No Relation of [E2] airpo [/E2]. [SEP],No Relation
39.txt,vendor 2,vendor 1,,No Relation,[CLS] [E1] vendor 2 [/E1] is the No Relation of [E2] vendor 1 [/E2]. [SEP],No Relation
39.txt,vendor 2,mu lti  national,,No Relation,[CLS] [E1] vendor 2 [/E1] is the No Relation of [E2] mu lti  national [/E2]. [SEP],No Relation
39.txt,vendor 1,mu lti  national,,No Relation,[CLS] [E1] vendor 1 [/E1] is the No Relation of [E2] mu lti  national [/E2]. [SEP],No Relation
4.txt,vendor 1,goods works,,No Relation,[CLS] [E1] vendor 1 [/E1] is the No Relation of [E2] goods works [/E2]. [SEP],No Relation
4.txt,vendor 1,rule 1101 misconduct,,No Relation,[CLS] [E1] vendor 1 [/E1] is the No Relation of [E2] rule 1101 misconduct [/E2]. [SEP],No Relation
4.txt,vendor 1,ko,,No Relation,[CLS] [E1] vendor 1 [/E1] is the No Relation of [E2] ko [/E2]. [SEP],No Relation
4.txt,vendor 1,states army specifica,,No Relation,[CLS] [E1] vendor 1 [/E1] is the No Relation of [E2] states army specifica [/E2]. [SEP],No Relation
4.txt,vendor 1,vendor   2,,No Relation,[CLS] [E1] vendor 1 [/E1] is the No Relation of [E2] vendor   2 [/E2]. [SEP],No Relation
4.txt,vendor 1,incomplete however,,No Relation,[CLS] [E1] vendor 1 [/E1] is the No Relation of [E2] incomplete however [/E2]. [SEP],No Relation
4.txt,vendor 1,vendor 2,,No Relation,[CLS] [E1] vendor 1 [/E1] is the No Relation of [E2] vendor 2 [/E2]. [SEP],No Relation
4.txt,vendor 1,vendor 1s,,No Relation,[CLS] [E1] vendor 1 [/E1] is the No Relation of [E2] vendor 1s [/E2]. [SEP],No Relation
4.txt,vendor 1,airport,,No Relation,[CLS] [E1] vendor 1 [/E1] is the No Relation of [E2] airport [/E2]. [SEP],No Relation
4.txt,vendor 1,tempora,,No Relation,[CLS] [E1] vendor 1 [/E1] is the No Relation of [E2] tempora [/E2]. [SEP],No Relation
4.txt,goods works,rule 1101 misconduct,,No Relation,[CLS] [E1] goods works [/E1] is the No Relation of [E2] rule 1101 misconduct [/E2]. [SEP],No Relation
4.txt,goods works,ko,,No Relation,[CLS] [E1] goods works [/E1] is the No Relation of [E2] ko [/E2]. [SEP],No Relation
4.txt,goods works,states army specifica,,No Relation,[CLS] [E1] goods works [/E1] is the No Relation of [E2] states army specifica [/E2]. [SEP],No Relation
4.txt,goods works,vendor   2,,No Relation,[CLS] [E1] goods works [/E1] is the No Relation of [E2] vendor   2 [/E2]. [SEP],No Relation
4.txt,goods works,incomplete however,,No Relation,[CLS] [E1] goods works [/E1] is the No Relation of [E2] incomplete however [/E2]. [SEP],No Relation
4.txt,goods works,vendor 2,,No Relation,[CLS] [E1] goods works [/E1] is the No Relation of [E2] vendor 2 [/E2]. [SEP],No Relation
4.txt,goods works,vendor 1s,,No Relation,[CLS] [E1] goods works [/E1] is the No Relation of [E2] vendor 1s [/E2]. [SEP],No Relation
4.txt,goods works,airport,,No Relation,[CLS] [E1] goods works [/E1] is the No Relation of [E2] airport [/E2]. [SEP],No Relation
4.txt,goods works,tempora,,No Relation,[CLS] [E1] goods works [/E1] is the No Relation of [E2] tempora [/E2]. [SEP],No Relation
4.txt,rule 1101 misconduct,ko,,No Relation,[CLS] [E1] rule 1101 misconduct [/E1] is the No Relation of [E2] ko [/E2]. [SEP],No Relation
4.txt,rule 1101 misconduct,states army specifica,,No Relation,[CLS] [E1] rule 1101 misconduct [/E1] is the No Relation of [E2] states army specifica [/E2]. [SEP],No Relation
4.txt,rule 1101 misconduct,vendor   2,,No Relation,[CLS] [E1] rule 1101 misconduct [/E1] is the No Relation of [E2] vendor   2 [/E2]. [SEP],No Relation
4.txt,rule 1101 misconduct,incomplete however,,No Relation,[CLS] [E1] rule 1101 misconduct [/E1] is the No Relation of [E2] incomplete however [/E2]. [SEP],No Relation
4.txt,rule 1101 misconduct,vendor 2,,No Relation,[CLS] [E1] rule 1101 misconduct [/E1] is the No Relation of [E2] vendor 2 [/E2]. [SEP],No Relation
4.txt,rule 1101 misconduct,vendor 1s,,No Relation,[CLS] [E1] rule 1101 misconduct [/E1] is the No Relation of [E2] vendor 1s [/E2]. [SEP],No Relation
4.txt,rule 1101 misconduct,airport,,No Relation,[CLS] [E1] rule 1101 misconduct [/E1] is the No Relation of [E2] airport [/E2]. [SEP],No Relation
4.txt,rule 1101 misconduct,tempora,,No Relation,[CLS] [E1] rule 1101 misconduct [/E1] is the No Relation of [E2] tempora [/E2]. [SEP],No Relation
4.txt,ko,states army specifica,,No Relation,[CLS] [E1] ko [/E1] is the No Relation of [E2] states army specifica [/E2]. [SEP],No Relation
4.txt,ko,vendor   2,,No Relation,[CLS] [E1] ko [/E1] is the No Relation of [E2] vendor   2 [/E2]. [SEP],No Relation
4.txt,ko,incomplete however,,No Relation,[CLS] [E1] ko [/E1] is the No Relation of [E2] incomplete however [/E2]. [SEP],No Relation
4.txt,ko,vendor 2,,No Relation,[CLS] [E1] ko [/E1] is the No Relation of [E2] vendor 2 [/E2]. [SEP],No Relation
4.txt,ko,vendor 1s,,No Relation,[CLS] [E1] ko [/E1] is the No Relation of [E2] vendor 1s [/E2]. [SEP],No Relation
4.txt,ko,airport,,No Relation,[CLS] [E1] ko [/E1] is the No Relation of [E2] airport [/E2]. [SEP],No Relation
4.txt,ko,tempora,,No Relation,[CLS] [E1] ko [/E1] is the No Relation of [E2] tempora [/E2]. [SEP],No Relation
4.txt,states army specifica,vendor   2,,No Relation,[CLS] [E1] states army specifica [/E1] is the No Relation of [E2] vendor   2 [/E2]. [SEP],No Relation
4.txt,states army specifica,incomplete however,,No Relation,[CLS] [E1] states army specifica [/E1] is the No Relation of [E2] incomplete however [/E2]. [SEP],No Relation
4.txt,states army specifica,vendor 2,,No Relation,[CLS] [E1] states army specifica [/E1] is the No Relation of [E2] vendor 2 [/E2]. [SEP],No Relation
4.txt,states army specifica,vendor 1s,,No Relation,[CLS] [E1] states army specifica [/E1] is the No Relation of [E2] vendor 1s [/E2]. [SEP],No Relation
4.txt,states army specifica,airport,,No Relation,[CLS] [E1] states army specifica [/E1] is the No Relation of [E2] airport [/E2]. [SEP],No Relation
4.txt,states army specifica,tempora,,No Relation,[CLS] [E1] states army specifica [/E1] is the No Relation of [E2] tempora [/E2]. [SEP],No Relation
4.txt,vendor   2,incomplete however,,No Relation,[CLS] [E1] vendor   2 [/E1] is the No Relation of [E2] incomplete however [/E2]. [SEP],No Relation
4.txt,vendor   2,vendor 2,,No Relation,[CLS] [E1] vendor   2 [/E1] is the No Relation of [E2] vendor 2 [/E2]. [SEP],No Relation
4.txt,vendor   2,vendor 1s,,No Relation,[CLS] [E1] vendor   2 [/E1] is the No Relation of [E2] vendor 1s [/E2]. [SEP],No Relation
4.txt,vendor   2,airport,,No Relation,[CLS] [E1] vendor   2 [/E1] is the No Relation of [E2] airport [/E2]. [SEP],No Relation
4.txt,vendor   2,tempora,,No Relation,[CLS] [E1] vendor   2 [/E1] is the No Relation of [E2] tempora [/E2]. [SEP],No Relation
4.txt,incomplete however,vendor 2,,No Relation,[CLS] [E1] incomplete however [/E1] is the No Relation of [E2] vendor 2 [/E2]. [SEP],No Relation
